,ObservationID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,UVIndex,Visibility_km,DewPoint,RainTomorrow
121,W0122,2019-04-25,Perth,14.6,28.7,3.6,7.1,11.0,NE,44.0,NNE,W,15.0,26.0,59.0,58.0,1017.2,1018.3,4.0,2.0,20.8,25.2,Yes,4.0,26.4,14.9,No
122,W0123,2019-10-18,Darwin,21.3,37.7,1.9,6.9,10.7,ESE,29.0,SSW,E,22.0,33.0,57.0,58.0,1023.6,1008.6,5.0,2.0,23.4,31.2,No,6.0,33.1,25.2,No
123,W0124,2021-06-26,Townsville,23.7,27.6,2.3,6.5,-1.0,W,34.0,W,NW,4.0,23.0,27.0,36.0,1022.3,1024.9,5.0,4.0,24.3,25.8,No,11.0,20.8,14.890471092077089,No
124,W0125,2016-01-07,Townsville,19.9,31.3,1.2,13.0,4.4,SW,13.0,WSW,NW,15.0,14.0,25.0,60.0,1012.7,1009.7,4.0,5.0,22.0,28.6,No,7.0,8.5,24.0,No
125,W0126,2022-11-04,Darwin,22.9,31.6,3.1,10.6,4.2,WNW,37.0,N,W,8.0,34.0,61.0,62.0,1027.3,1011.2,3.0,2.0,26.9,31.3,No,2.0,47.7,19.0,No
126,W0127,2017-09-20,Newcastle,16.3,22.2,4.8,4.2,6.3,NE,18.0,SE,WSW,20.0,32.0,43.0,44.0,1016.2728368017525,1014.55,5.0,5.0,17.8,19.5,Yes,5.0,22.8,12.1,No
127,W0128,2022-11-12,Cairns,21.0,30.3,2.2,3.3,12.5,W,31.0,ESE,NNW,28.0,23.0,52.0,51.0,1016.7,1014.55,3.0,0.0,21.7,27.6,No,5.0,11.6,22.5,No
128,W0129,2018-02-27,Adelaide,14.9,24.9,2.4,8.9,10.8,ENE,39.0,SE,SW,8.0,29.0,31.0,48.0,1016.2728368017525,1015.4,1.0,1.0,17.2,20.8,No,11.0,15.1,15.4,No
129,W0130,2017-12-26,Cairns,24.6,27.9,4.9,2.0,6.7,SE,22.0,NW,ENE,28.0,11.0,46.0,59.0,1017.3,1017.5,3.0,3.0,25.6,27.8,No,1.0,39.8,23.8,No
130,W0131,2019-08-02,Adelaide,11.3,28.9,2.0,9.3,7.4,NE,32.0,SSW,ENE,8.0,25.0,30.0,31.0,1028.5,1014.9,0.0,5.0,20.1,28.3,No,1.0,45.7,14.890471092077089,No
131,W0132,2019-12-23,Brisbane,15.8,33.1,1.9,6.0,9.9,SSE,19.0,NNE,E,6.0,26.0,50.0,41.0,1015.1,1014.6,3.0,3.0,21.7,27.1,No,11.0,31.8,15.7,No
132,W0133,2022-08-25,Hobart,5.7,15.7,3.4,11.7,11.3,N,39.0,SSE,WNW,18.0,10.0,57.0,48.0,1019.5,1008.3,0.0,0.0,10.0,14.9,Yes,4.0,6.1,14.890471092077089,No
133,W0134,2016-08-12,Darwin,24.8,33.1,2.6,13.7,3.3,NE,37.0,NW,S,18.0,56.0,71.0,64.0,997.5,996.0,8.0,5.0,27.5,32.5,Yes,7.0,38.6,20.6,Yes
134,W0135,2018-02-24,Newcastle,15.1,24.1,3.05,0.8,1.8,NE,61.0,SE,NE,36.0,21.0,78.0,89.0,1013.0,1012.4,5.0,7.0,17.9,22.3,Yes,8.0,40.3,10.9,Yes
135,W0136,2021-04-03,Canberra,8.6,17.7,2.8,12.4,9.7,S,7.0,WSW,NNW,0.0,7.0,37.0,64.0,1021.1,1022.3,5.0,3.0,9.8,13.3,No,3.0,40.1,6.0,No
136,W0137,2019-11-28,Wollongong,11.1,27.6,2.5,11.6,10.4,NE,34.0,SE,W,21.0,33.0,56.0,43.0,1018.2,1026.4,2.0,3.0,11.5,25.9,No,11.0,35.9,8.9,No
137,W0138,2021-01-19,Newcastle,15.3,19.6,1.6,13.5,5.0,N,16.0,WNW,SSE,19.0,28.0,67.0,19.0,1029.8,1025.2,2.0,1.0,17.1,19.2,Yes,3.0,14.1,13.7,No
138,W0139,2019-01-22,Townsville,18.7,33.8,0.0,2.1,12.5,NE,16.0,ENE,SSW,18.0,6.0,39.0,30.0,1016.2728368017525,1014.6,0.0,0.0,21.3,30.3,Yes,11.0,40.8,22.5,No
139,W0140,2020-08-07,Cairns,23.0,29.5,3.2,0.7,8.5,N,15.0,SW,NW,0.0,20.0,52.0,61.0,1019.4,1024.7,2.0,5.0,23.6,29.1,No,3.0,38.7,20.7,No
140,W0141,2020-04-26,Canberra,9.2,20.0,2.9,9.7,5.7,NW,62.0,WSW,ENE,29.0,25.0,91.0,88.0,1014.8,995.9,5.0,4.0,11.1,17.5,Yes,8.0,37.7,12.4,Yes
141,W0142,2016-07-28,Melbourne,9.4,19.8,1.3,9.3,9.5,NE,17.0,ENE,NNE,4.0,5.0,67.0,23.0,1011.0,1013.2,2.0,2.0,10.7,15.4,No,8.0,15.7,14.890471092077089,No
142,W0143,11/11/2017,Wollongong,14.8,25.767203219315896,4.2,10.5,12.0,SE,28.0,ESE,W,7.0,13.0,49.0,61.0,1016.4,1022.4,5.0,1.0,15.8,26.6,No,7.0,29.5,17.6,No
143,W0144,2020-05-26,Sydney,16.7,19.1,3.1,0.6,10.3,SSW,37.0,SSE,WSW,16.0,23.0,52.0,56.0,1018.2,1016.5,5.0,4.0,17.6,18.1,No,9.0,20.1,14.9,No
144,W0145,2016-08-20,Townsville,20.1,33.6,2.2,5.2,9.5,SSE,8.0,WNW,W,22.0,23.0,57.0,51.0,1022.6,1008.1,3.0,2.0,20.3,32.0,Yes,9.0,49.0,17.3,No
145,W0146,2019-08-14,Perth,15.4,25.6,3.1,0.9,7.243421052631579,SE,17.0,E,WNW,1.0,14.0,60.0,64.0,1020.9,1025.5,3.0,0.0,20.2,21.7,Yes,9.0,7.1,12.8,No
146,W0147,2021-02-07,Wollongong,12.0,29.2,2.4,7.2,7.243421052631579,SSW,29.264835164835166,ENE,WSW,33.0,28.0,86.0,83.0,1007.5,1006.2,8.0,5.0,12.3,28.9,Yes,6.0,48.3,11.5,Yes
147,W0148,2019-03-21,Perth,13.0,25.0,2.4,2.2,7.7,ESE,34.0,NE,NE,9.0,26.0,27.0,49.0,1016.1,1016.7,3.0,1.0,17.9,22.4,No,8.0,22.5,11.9,No
148,W0149,2022-02-28,Wollongong,14.0,24.6,2.4,5.1,3.3,WSW,29.264835164835166,E,NNW,20.0,26.0,84.0,58.0,1012.8,1002.6,7.0,7.0,17.0,24.0,No,4.0,47.3,14.890471092077089,No
149,W0150,2018-04-25,Townsville,23.5,36.5,5.0,13.5,11.4,SW,45.0,ESE,SSE,0.0,15.0,25.0,26.0,1028.3,1023.3,2.0,3.0,28.1,36.1,No,2.0,30.9,20.5,No
150,W0151,2018-12-23,Hobart,6.8,13.5,5.9,8.9,5.3,SSW,29.264835164835166,SW,SE,18.0,37.0,96.0,76.0,1016.2728368017525,1008.9,7.0,5.0,7.8,12.7,Yes,5.0,41.3,4.7,Yes
151,W0152,2015-04-21,Cairns,18.8,36.4,4.8,8.8,8.0,SE,45.0,NNW,SSE,4.0,11.0,46.0,44.0,1021.2,1008.2,4.0,3.0,26.2,34.6,No,10.0,14.9,21.3,No
152,W0153,2020-02-26,Hobart,9.5,14.9,2.2,4.4,7.4,NW,44.0,SW,ENE,9.0,18.0,57.0,43.0,1024.8,1015.3,5.0,0.0,9.8,12.5,No,8.0,29.7,13.6,No
153,W0154,2020-11-15,Newcastle,10.8,22.5,0.5,0.3,10.7,NE,20.0,NNE,W,30.0,4.0,34.0,51.0,1014.0,1027.8,2.0,5.0,12.4,18.2,No,11.0,15.2,7.2,No
154,W0155,2017-11-11,Perth,15.2,21.1,0.8,1.4,7.4,E,7.0,SE,SE,18.0,6.0,51.0,22.0,1012.5,1013.3,4.0,5.0,16.1,20.7,No,7.0,32.1,13.6,No
155,W0156,2022-04-21,Brisbane,16.6,25.6,1.9,7.1,8.1,ENE,9.0,ENE,NW,13.0,12.0,56.0,21.0,1027.0,1014.55,2.0,2.0,17.9,22.5,No,5.0,43.3,18.3,No
156,W0157,2019-12-23,Canberra,6.5,15.8,2.9,8.2,1.4,NE,29.264835164835166,ESE,ENE,24.0,56.0,79.0,55.0,998.1,996.9,7.0,7.0,10.7,15.8,Yes,8.0,38.2,8.0,Yes
157,W0158,2022-06-25,Hobart,8.1,20.9,2.5,6.0,7.243421052631579,ENE,36.0,NNE,ENE,5.0,7.0,54.0,23.0,1028.6,1024.8,3.0,0.0,11.5,20.3,No,11.0,14.4,7.9,No
158,W0159,2020-12-06,Perth,18.6,29.1,4.4,12.5,11.8,N,22.0,W,ENE,6.0,21.0,57.0,47.0,1015.9,1020.9,4.0,3.0,19.8,24.8,No,6.0,14.5,15.1,No
159,W0160,2020-10-16,Brisbane,15.0,32.1,2.4,7.6,0.3,NE,53.0,NNW,E,26.0,41.0,77.0,84.0,1014.8,994.0,5.0,8.0,22.3,30.2,Yes,2.0,24.0,10.1,Yes
160,W0161,2021-01-29,Darwin,23.7,39.1,1.3,3.0,10.8,NW,27.0,S,ENE,4.0,17.0,40.0,20.0,1027.1,1027.9,0.0,2.0,29.5,38.5,No,4.0,9.2,22.1,No
161,W0162,2021-03-18,Sydney,16.4,20.2,0.2,4.3,8.6,SSW,31.0,ENE,SE,17.0,12.0,65.0,29.0,1025.1,1024.9,3.0,4.0,17.5,20.1,No,7.0,16.1,11.4,No
162,W0163,2016-12-25,Brisbane,16.6,32.5,2.4,5.8,8.1,NW,10.0,NW,NNW,10.0,34.0,43.0,38.0,1010.3,1017.6,5.0,0.0,21.3,31.6,No,4.0,48.3,13.7,No
163,W0164,2019-12-13,Melbourne,15.1,29.9,3.9,7.3,-0.1,SW,29.264835164835166,SW,N,36.0,44.0,87.0,69.0,1016.2728368017525,1002.4,7.0,6.0,15.8,24.0,No,5.0,42.5,16.0,Yes
164,W0165,2016-09-27,Melbourne,11.0,26.5,1.7,1.7,8.5,S,13.0,SSW,NNW,29.0,34.0,47.0,32.0,1024.2,1012.0,0.0,4.0,14.2,25.0,No,9.0,35.1,15.0,No
165,W0166,2019-04-05,Canberra,6.5,22.9,2.0,11.0,12.1,WNW,8.0,SE,ESE,15.0,5.0,67.0,34.0,1023.0,1020.3,1.0,3.0,14.1,15.4,No,2.0,26.6,8.3,No
166,W0167,2019-03-26,Sydney,13.5,24.1,2.9,1.0,0.4,N,29.264835164835166,NNW,NNE,53.0,24.0,65.0,92.0,1004.6,993.0,8.0,8.0,17.4,23.2,No,2.0,34.2,14.890471092077089,Yes
167,W0168,2020-01-10,Adelaide,11.9,27.3,3.0,14.1,9.1,NNW,9.0,S,NNW,30.0,7.0,26.0,23.0,1016.2728368017525,1009.6,3.0,3.0,17.1,19.7,No,8.0,9.8,10.7,No
168,W0169,2020-07-16,Wollongong,10.6,24.4,1.3,5.1,7.1,SW,40.0,NNE,ESE,13.0,0.0,55.0,23.0,1012.1,1026.1,0.0,1.0,15.2,17.9,No,2.0,32.9,7.3,No
169,W0170,2016-02-18,Newcastle,12.2,25.767203219315896,3.05,3.3,5.6,SE,54.0,NW,ESE,35.0,21.0,78.0,58.0,1014.3,1001.1,8.0,7.0,12.8,17.8,No,10.0,23.7,7.2,Yes
170,W0171,2016-04-21,Adelaide,9.5,24.5,2.6500000000000004,6.2,10.0,S,41.0,S,ENE,21.0,33.0,34.0,40.0,1023.0,1023.4,1.0,0.0,13.8,19.0,No,4.0,8.4,9.2,No
171,W0172,2020-02-03,Darwin,14.6,35.4,2.2,7.3,10.0,NNW,11.0,ENE,SE,1.0,24.0,30.0,34.0,1012.7,1015.2,2.0,2.0,26.3,35.1,No,6.0,8.8,16.7,No
172,W0173,2018-05-24,Brisbane,17.5,25.9,0.5,3.5,11.8,NE,9.0,NNW,SSE,5.0,15.0,28.0,65.0,1028.1,1009.4,0.0,3.0,19.6,23.5,No,11.0,45.6,14.890471092077089,No
173,W0174,2016-03-05,Melbourne,8.9,19.0,1.7,10.0,9.7,SE,12.0,SW,SE,6.0,19.0,61.0,47.0,1024.9,1015.6,4.0,3.0,13.3,17.9,No,5.0,7.6,5.8,No
174,W0175,2022-02-25,Adelaide,14.9,24.7,0.7,1.5,5.5,SW,13.0,SW,N,20.0,10.0,36.0,51.0,1013.4,1022.2,3.0,5.0,18.4,24.4,No,5.0,20.5,13.9,No
175,W0176,2022-05-14,Canberra,10.7,17.8,4.4,7.3,5.8,NE,41.0,NNE,E,29.0,20.0,70.0,46.0,1023.3,1010.9,0.0,2.0,13.0,16.8,Yes,8.0,44.0,15.2,No
176,W0177,2020-04-24,Adelaide,10.4,25.9,4.5,11.6,8.2,NW,11.0,NE,NE,30.0,16.0,62.0,51.0,1012.5,1013.9,4.0,5.0,15.0,19.5,No,1.0,46.2,11.0,No
177,W0178,2015-02-13,Townsville,19.7,31.2,2.4,3.1,6.0,NE,46.0,ESE,NE,21.0,21.0,90.0,93.0,1007.9,1005.0,7.0,4.0,21.5,27.8,Yes,4.0,25.4,22.9,Yes
178,W0179,2021-01-08,Sydney,13.6,24.2,3.4,10.2,2.2,NE,47.0,NE,SSW,18.0,17.0,75.0,94.0,997.8,1000.3,8.0,7.0,18.8,19.9,No,6.0,46.2,14.3,Yes
179,W0180,2018-08-17,Melbourne,11.2,21.6,4.3,12.9,8.0,NNW,45.0,SW,N,22.0,19.0,68.0,63.0,1026.5,1020.0,4.0,0.0,13.1,17.4,No,4.0,19.7,14.3,No
180,W0181,2018-03-14,Wollongong,11.1,21.1,3.1,14.0,12.0,WNW,11.0,SE,SW,27.0,29.0,44.0,23.0,1025.9,1014.1,2.0,4.0,13.9,18.1,No,4.0,7.0,12.0,No
181,W0182,2015-08-26,Perth,17.5,21.6,1.9,10.3,7.243421052631579,NE,24.0,E,NNW,4.0,30.0,46.0,48.0,1026.0,1015.5,4.0,4.0,18.4,19.6,No,11.0,26.3,15.3,No
182,W0183,2021-04-17,Perth,12.1,26.8,2.9,7.3,2.0,ENE,52.0,WSW,SE,53.0,39.0,66.0,89.0,1016.2728368017525,1010.8,4.0,8.0,15.1,22.5,No,6.0,40.2,15.5,Yes
183,W0184,2016-10-09,Melbourne,13.0,17.2,2.75,0.5,1.2,NW,41.0,SSW,SSW,15.0,43.0,69.0,65.0,997.6,1001.2,7.0,6.0,13.6,15.6,Yes,7.0,22.6,10.1,Yes
184,W0185,2017-07-05,Adelaide,15.9,28.5,3.9,4.7,10.5,SSW,29.264835164835166,SSE,WSW,7.0,21.0,68.0,42.0,1021.2,1014.55,5.0,3.0,21.4,23.7,No,3.0,37.2,18.8,No
185,W0186,2015-11-01,Melbourne,7.7,19.8,2.7,7.3,10.0,NE,19.0,SW,ENE,10.0,17.0,27.0,51.0,1010.5,1023.0,5.0,4.0,13.5,15.8,No,9.0,5.8,8.1,No
186,W0187,2019-10-13,Melbourne,7.2,25.2,2.2,6.7,11.5,NE,34.0,ESE,WNW,8.0,8.0,43.0,52.0,1010.4,1014.55,2.0,1.0,8.8,16.2,No,5.0,45.2,7.1,No
187,W0188,2015-11-02,Canberra,10.3,15.9,0.8,10.8,4.2,N,10.0,E,NNW,9.0,7.0,45.0,28.0,1022.0,1018.3,5.0,0.0,12.7,14.1,No,8.0,26.5,7.7,No
188,W0189,2019-10-17,Adelaide,14.2,20.3,2.3,6.8,5.3,SW,30.0,SSW,ESE,18.0,19.0,98.0,63.0,1011.6,1014.55,4.0,4.0,16.8,18.4,Yes,11.0,42.5,16.5,Yes
189,W0190,2022-12-14,Adelaide,11.8,19.4,2.1,12.1,6.2,SW,35.0,SE,ESE,27.0,25.0,63.0,59.0,1011.9,1013.7,3.0,0.0,14.4,17.1,No,2.0,47.4,8.3,No
190,W0191,2018-01-09,Sydney,11.4,25.767203219315896,2.9,4.5,3.9,SE,53.0,WSW,SE,27.0,44.0,82.0,85.0,999.4,1001.3,7.0,8.0,11.9,16.9,Yes,1.0,30.8,9.2,Yes
191,W0192,2022-03-16,Adelaide,9.8,28.9,3.4,4.3,8.9,NW,22.0,SSW,SSW,13.0,21.0,26.0,41.0,1021.0,1011.4,1.0,0.0,16.9,24.5,No,11.0,47.5,8.3,No
192,W0193,2016-10-22,Wollongong,15.8,28.4,3.8,9.4,9.4,NNW,12.0,NNW,ESE,1.0,1.0,25.0,45.0,1026.8,1022.2,3.0,1.0,19.9,23.5,Yes,9.0,28.8,15.2,No
193,W0194,2015-10-15,Sydney,14.3,25.6,3.9,12.1,12.8,SW,25.0,SSW,ENE,3.0,1.0,56.0,34.0,1018.2,1016.3,3.0,3.0,17.0,20.1,No,6.0,11.1,15.5,No
194,W0195,2018-05-16,Perth,14.7,21.3,3.1,1.0,11.3,SW,26.0,SE,SSE,3.0,30.0,68.0,29.0,1014.6,1011.2,0.0,4.0,16.8,21.0,No,8.0,47.8,15.8,No
195,W0196,2021-05-05,Perth,13.9,23.6,4.8,5.2,10.6,W,28.0,SE,E,0.0,4.0,30.0,55.0,1011.7,1023.0,2.0,3.0,17.3,22.6,No,8.0,28.3,14.0,No
196,W0197,2018-07-28,Adelaide,12.6,26.0,4.0,2.9,4.9,NE,39.0,ENE,E,15.0,16.0,32.0,42.0,1027.3,1017.6,1.0,3.0,16.7,22.8,No,10.0,33.6,13.2,No
197,W0198,2015-10-02,Newcastle,12.0,25.767203219315896,3.05,3.7,5.5,NE,47.0,NE,NNW,52.0,16.0,78.0,78.0,1016.2728368017525,993.7,5.0,8.0,12.5,24.4,No,10.0,29.2,16.1,Yes
198,W0199,2020-04-09,Brisbane,16.1,32.8,1.3,7.8,7.2,SE,20.0,NW,E,9.0,34.0,40.0,55.0,1020.5,1020.3,5.0,3.0,19.5,30.4,No,9.0,14.6,15.2,No
199,W0200,2017-06-01,Brisbane,19.0,25.0,4.9,11.2,6.2,NW,20.0,SE,N,1.0,3.0,69.0,52.0,1016.8,1021.4,5.0,4.0,21.5,22.1,No,10.0,15.4,19.3,No
200,W0201,2022-03-19,Newcastle,10.2,20.6,2.5,13.0,10.6,SW,40.0,SW,NNW,15.0,3.0,27.0,48.0,1022.1,1014.7,3.0,0.0,11.1,15.5,No,9.0,26.7,6.1,No
201,W0202,2017-04-26,Hobart,11.0,16.7,6.9,7.4,1.5,W,29.264835164835166,NNE,ESE,43.0,42.0,95.0,86.0,1009.0,996.9,4.0,7.0,13.6,16.1,Yes,4.0,5.0,7.5,Yes
202,W0203,2016-06-26,Sydney,13.5,24.4,4.6,11.6,6.3,ENE,20.0,E,ENE,13.0,21.0,69.0,28.0,1023.1,1011.8,1.0,2.0,14.1,22.8,No,11.0,18.1,13.5,No
203,W0204,2018-08-21,Townsville,18.0,35.6,1.3,5.4,12.0,NW,32.0,SW,WSW,16.0,21.0,65.0,48.0,1010.4,1025.9,1.0,2.0,20.0,33.2,Yes,10.0,30.0,21.2,No
204,W0205,2019-02-07,Adelaide,18.7,29.7,1.6,12.4,1.5,SE,29.264835164835166,ENE,S,50.0,49.0,90.0,56.0,995.1,1014.55,6.0,7.0,23.6,27.5,No,7.0,17.9,16.2,Yes
205,W0206,2017-04-06,Cairns,22.5,29.7,4.2,13.0,-1.0,S,22.0,NNE,WNW,0.0,30.0,62.0,45.0,1012.5,1015.4,2.0,1.0,25.6,26.6,No,11.0,29.3,19.8,No
206,W0207,2019-06-18,Adelaide,11.4,27.5,2.6500000000000004,7.3,7.243421052631579,E,16.0,NW,SW,5.0,22.0,26.0,22.0,1024.2,1014.55,3.0,0.0,18.4,20.1,No,4.0,41.0,7.8,No
207,W0208,2017-08-23,Cairns,22.0,28.7,2.7,11.1,0.2,SSW,69.0,WNW,SSW,18.0,21.0,88.0,-5.0,1002.8,993.0,4.0,8.0,23.8,26.3,Yes,9.0,45.2,24.2,Yes
208,W0209,2021-06-13,Brisbane,17.1,26.4,4.1,0.4,10.3,SSE,20.0,W,SE,2.0,0.0,53.0,101.0,1010.7,1008.6,0.0,2.0,18.4,25.2,No,2.0,28.4,22.1,No
209,W0210,2018-01-07,Melbourne,23.4,25.767203219315896,1.9,2.0,5.0,E,24.0,ENE,E,25.0,24.0,35.0,38.0,1011.0,1020.9,5.0,3.0,12.4,23.0,No,6.0,35.6,10.7,No
210,W0211,2017-12-20,Cairns,23.0,35.2,2.0,11.2,6.4,NNW,28.0,W,W,14.0,16.0,44.0,57.0,1027.0,1028.0,3.0,0.0,23.4,32.4,No,8.0,20.6,25.6,No
211,W0212,2022-06-27,Hobart,10.2,13.5,2.8,-7.7,7.243421052631579,NE,24.0,SSE,NW,7.0,6.0,49.0,28.0,1028.5,1010.2,4.0,4.0,10.7,12.7,No,5.0,10.6,13.2,No
212,W0213,2021-05-12,Canberra,10.9,14.1,2.9,2.2,7.243421052631579,SE,23.0,SE,SE,13.0,23.0,50.0,64.0,1019.1,1022.7,2.0,0.0,10.9,13.4,No,7.0,41.9,6.5,No
213,W0214,2019-11-23,Adelaide,14.6,28.8,3.1,6.6,10.1,SSE,45.0,S,SE,7.0,34.0,34.0,60.0,1010.2,1013.6,3.0,3.0,10.0,24.1,No,11.0,14.3,10.2,No
214,W0215,2017-03-21,Adelaide,10.6,24.2,3.4,4.4,7.243421052631579,NNE,10.0,NE,ENE,24.0,3.0,25.0,54.0,1015.5,1016.7,0.0,5.0,14.6,20.0,No,7.0,19.4,11.9,No
215,W0216,2016-10-31,Hobart,8.6,16.8,3.1,5.1,5.4,SSW,61.0,S,SE,31.0,20.0,87.0,66.0,1013.9,993.2,6.0,6.0,9.0,13.4,Yes,7.0,18.5,8.1,Yes
216,W0217,2020-04-07,Townsville,17.5,36.1,2.4,5.9,3.4,ENE,29.264835164835166,ESE,NNW,53.0,25.0,97.0,63.0,1014.7,1006.2,3.0,6.0,23.4,30.3,Yes,7.0,22.5,18.7,Yes
217,W0218,2015-04-22,Darwin,23.3,39.2,2.6,6.9,6.0,NNW,29.264835164835166,N,SE,44.0,56.0,69.0,65.0,1002.5,998.9,7.0,4.0,26.2,34.5,Yes,5.0,5.8,20.3,Yes
218,W0219,2020-11-21,Townsville,22.8,30.7,2.2,14.7,9.1,SE,34.0,S,WSW,18.0,1.0,36.0,20.0,1015.7,1026.2,1.0,1.0,23.9,27.9,No,11.0,10.5,26.2,No
219,W0220,2020-07-20,Townsville,21.4,28.1,2.4,5.0,4.4,SSW,11.0,SSW,ESE,18.0,25.0,30.0,53.0,1010.0,1026.5,4.0,3.0,24.2,27.5,Yes,11.0,37.9,14.890471092077089,No
220,W0221,2020-12-26,Newcastle,16.3,22.5,3.7,9.3,11.7,WSW,8.0,ESE,W,7.0,14.0,45.0,44.0,1015.2,1014.55,5.0,2.0,16.3,21.5,No,3.0,37.4,18.1,No
221,W0222,2015-07-24,Canberra,7.4,20.6,1.7,1.1,7.2,SSE,17.0,SSE,W,17.0,20.0,58.0,61.0,1029.1,1009.2,3.0,5.0,9.5,15.5,No,2.0,22.6,12.0,No
222,W0223,2020-01-31,Wollongong,14.9,19.4,3.6,7.3,11.9,NW,20.0,SE,SSW,2.0,23.0,67.0,61.0,1016.1,1023.9,3.0,5.0,15.9,18.3,No,9.0,9.9,19.3,No
223,W0224,2018-09-01,Brisbane,20.1,25.0,4.5,10.7,9.5,NNE,34.0,SW,ENE,29.0,29.0,41.0,42.0,1017.2,1013.1,5.0,1.0,20.6,23.7,Yes,9.0,15.9,24.6,No
224,W0225,2021-05-15,Cairns,19.6,36.6,2.5,7.3,6.5,ENE,27.0,S,N,9.0,2.0,68.0,49.0,1013.4,1015.5,4.0,1.0,26.5,36.0,No,10.0,44.0,18.1,No
225,W0226,2020-09-21,Hobart,9.3,23.4,2.9,14.6,7.243421052631579,NNE,10.0,NW,S,2.0,11.0,46.0,44.0,1025.9,1009.9,4.0,2.0,10.7,20.4,No,11.0,27.1,10.4,No
226,W0227,2016-12-24,Perth,17.8,22.3,4.9,5.2,2.0,NE,53.0,WSW,W,18.0,23.0,93.0,58.0,1014.8,1014.55,5.0,6.0,19.7,20.3,No,11.0,19.8,16.1,Yes
227,W0228,2016-06-26,Brisbane,14.6,33.4,0.7,12.8,6.0,SSW,44.0,NE,SSW,29.0,22.0,55.0,21.0,1016.2728368017525,1025.2,1.0,2.0,17.0,25.1,No,6.0,21.2,11.6,No
228,W0229,2015-06-13,Hobart,8.4,23.2,2.2,12.5,9.8,NE,8.0,WSW,NW,27.0,20.0,48.0,63.0,1016.2728368017525,1015.1,4.0,3.0,13.9,19.2,No,6.0,26.3,5.0,No
229,W0230,2019-01-15,Darwin,20.2,31.2,4.8,6.2,10.6,SE,43.0,N,E,1.0,18.0,64.0,23.0,1029.0,1023.5,1.0,1.0,22.4,26.0,No,10.0,26.7,21.3,No
230,W0231,2021-11-14,Canberra,5.7,18.0,2.9,9.6,7.243421052631579,ENE,32.0,NW,NE,36.0,28.0,66.0,74.0,1006.6,994.6,6.0,7.0,5.8,17.8,No,9.0,26.1,8.1,Yes
231,W0232,2018-01-21,Melbourne,8.6,17.7,0.8,7.3,6.4,NNE,23.0,SW,ENE,21.0,17.0,59.0,44.0,1029.9,1019.1,4.0,5.0,11.0,17.5,Yes,6.0,31.9,11.4,No
232,W0233,2021-03-06,Brisbane,28.0,18.0,2.4,11.7,0.6,SE,29.264835164835166,SW,WNW,49.0,45.0,65.0,81.0,1016.2728368017525,997.8,8.0,3.0,22.6,26.0,No,10.0,12.9,21.1,Yes
233,W0234,21/02/2022,Brisbane,15.8,26.1,4.4,6.8,4.4,SW,28.0,SSE,ESE,25.0,8.0,56.0,60.0,1017.7,1014.7,1.0,1.0,18.0,22.7,No,5.0,45.5,13.8,No
234,W0235,2015-02-08,Sydney,15.6,25.6,3.5,6.0,12.3,ESE,43.0,WNW,SSW,24.0,31.0,56.0,61.0,1018.5,1013.2,2.0,3.0,18.5,21.7,Yes,3.0,44.2,14.1,No
235,W0236,2019-10-18,Newcastle,14.2,27.8,3.05,7.3,4.9,SE,29.264835164835166,SSE,W,47.0,21.0,62.0,70.0,1012.1,1003.6,8.0,4.0,20.5,23.5,Yes,4.0,33.8,17.1,Yes
236,W0237,2018-05-27,Wollongong,12.7,25.5,2.2,6.9,12.0,N,37.0,NW,NW,28.0,22.0,54.0,18.0,1016.2728368017525,1022.0,0.0,3.0,15.2,19.6,No,2.0,20.5,13.9,No
237,W0238,16/04/2021,Darwin,26.6,35.0,4.7,4.6,7.0,SE,17.0,WNW,NE,15.0,12.0,40.0,64.0,1029.8,1013.7,3.0,3.0,27.5,31.8,No,6.0,44.9,31.3,No
238,W0239,2020-10-18,Perth,14.6,30.1,6.7,7.0,4.6,NNW,58.0,E,ESE,41.0,21.0,66.0,93.0,999.8,1014.55,5.0,3.0,18.5,24.4,No,5.0,15.7,14.890471092077089,Yes
239,W0240,2018-06-23,Newcastle,16.3,19.3,2.4,9.1,11.3,NW,40.0,N,N,10.0,24.0,70.0,63.0,1013.3,1027.5,4.0,0.0,16.3,18.4,No,9.0,48.5,16.9,No
240,W0241,2021-09-17,Melbourne,12.6,24.0,3.4,11.6,7.6,NNW,29.264835164835166,N,N,9.0,0.0,66.0,24.0,1029.1,1008.1,3.0,4.0,17.3,21.5,Yes,2.0,37.9,8.0,No
241,W0242,2017-06-01,Brisbane,19.0,25.0,4.9,11.2,6.2,NW,20.0,SE,N,1.0,3.0,69.0,52.0,1016.8,1021.4,5.0,4.0,21.5,22.1,No,10.0,15.4,19.3,No
242,W0243,2015-04-28,Townsville,19.1,26.0,4.3,12.5,4.1,W,31.0,NW,WNW,16.0,17.0,41.0,35.0,1021.7,1022.6,4.0,0.0,20.5,26.0,No,8.0,49.5,14.8,No
