VehicleID,symboling,normalized_losses,make,fuel_type,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,car_color,registration_year,previous_owners,dealer_service_rating
V0128,2,175.0,mazda,gas,std,four,wagon,4wd,front,87.6,203.3,69.0,51.8,1873,ohcf,eight,259,idi,3.07,3.165,20.6,94.0,4542.0,28,33,20669.0,Brown,1987,1,1.7
V0129,3,126.0,nissan,gas,std,four,hatchback,4wd,front,118.3,203.9,71.3,51.5,1846,ohcv,four,265,2bbl,2.99,4.04,16.2,149.0,5387.0,31,35,24068.0,White,1984,2,2.0
V0130,-3,225.0,volkswagen,gas,turbo,four,sedan,rwd,front,87.8,195.5,69.5,52.9,2605,l,three,290,mpfi,3.78,2.66,14.5,162.0,5389.0,24,32,25366.0,Green,1986,4,2.3
V0131,1,159.0,saab,gas,std,four,sedan,fwd,front,118.3,145.4,64.4,58.7,3051,dohc,three,284,idi,3.24,2.31,8.4,70.0,5543.0,22,30,32981.0,Black,1985,4,3.3
V0132,-2,183.0,mazda,diesel,std,two,wagon,fwd,front,106.2,203.2,62.1,51.2,1780,ohc,five,271,mpfi,2.75,2.74,19.1,227.0,6532.0,29,33,26849.0,Grey,1982,4,1.7
V0133,-1,159.0,TOYOTA ,gas,std,two,sedan,fwd,front,120.9,164.5,68.1,57.2,1652,ohcv,twelve,163,idi,3.41,2.57,14.6,77.0,6460.0,36,42,17716.0,Black,1989,1,4.1
V0134,0,159.0,nissan,gas,std,four,hatchback,fwd,front,94.2,168.3,63.6,51.2,3672,dohc,six,315,1bbl,3.87,3.67,18.4,163.0,5067.0,14,20,27267.0,Red,1981,3,2.3
V0135,0,163.0,porsche,gas,std,four,sedan,rwd,front,112.3,176.2,62.7,49.1,2664,ohc,four,279,idi,3.2,3.67,8.0,164.0,5574.0,24,32,45400.0,Grey,1984,4,4.9
V0136,-1,142.0,honda,gas,std,four,hatchback,fwd,front,98.7,147.3,67.5,51.7,3065,ohc,six,104,1bbl,3.32,4.15,10.9,181.0,5389.0,39,43,17535.0,Silver,1982,1,1.7
V0137,-2,221.0,bmw,gas,std,four,sedan,fwd,front,118.5,147.3,63.9,52.2,3040,l,three,94,mpfi,2.73,3.53,11.4,182.0,5844.0,42,46,45400.0,White,1989,5,4.9
V0138,2,230.0,subaru,gas,std,four,hatchback,fwd,front,115.2,161.5,67.0,53.4,1597,ohcv,four,214,mfi,3.71,3.06,17.5,276.0,5328.0,35,39,28638.0,Black,1981,3,3.0
V0139,2,144.0,toyota,gas,std,four,wagon,fwd,front,110.5,159.0,62.1,56.0,3590,dohc,twelve,313,4bbl,3.37,3.51,8.6,207.0,5389.0,17,25,28685.0,Brown,1981,5,3.3
V0140,0,201.0,mazda,gas,std,four,hatchback,fwd,front,101.0,168.8,62.7,53.8,3992,ohcf,five,92,1bbl,3.27,3.25,23.0,170.0,6302.0,37,42,24068.0,Silver,1985,3,3.4
V0141,-1,123.0,mercedes-benz,gas,std,two,sedan,fwd,front,112.6,144.0,69.2,58.9,2208,ohc,four,324,mpfi,3.79,3.58,16.5,131.0,5866.0,21,29,45400.0,Green,1985,2,1.4
V0142,2,240.0,toyota,gas,std,four,hatchback,rwd,front,90.1,167.2,67.2,48.3,2150,ohc,four,229,idi,2.9,2.97,11.8,198.0,4491.0,32,35,23777.0,Green,1989,1,2.5
V0143,0,245.0,toyota,gas,std,four,sedan,4wd,front,110.8,195.6,71.1,58.1,3304,ohcv,twelve,210,spdi,2.88,3.95,12.1,186.0,6212.0,25,28,24068.0,Brown,1987,3,1.3
V0144,-3,163.0,volvo,gas,std,four,sedan,fwd,front,106.7,163.5,65.3,54.4,3934,dohc,four,254,mpfi,3.43,3.11,18.7,258.0,6591.0,19,27,45400.0,Grey,1986,3,3.4
V0145,1,203.0,toyota,gas,std,two,wagon,rwd,front,115.9,199.4,69.1,54.6,2379,ohc,four,325,idi,3.23,2.39,17.2,187.0,6075.0,19,22,28995.0,Red,1985,4,2.2
V0146,3,141.0,mercedes-benz,gas,turbo,four,hatchback,fwd,front,109.3,196.3,71.6,51.0,3670,ohcv,five,283,4bbl,3.56,2.2,10.2,166.0,4755.0,20,24,45400.0,Green,1986,3,4.4
V0147,-3,103.0,mazda,diesel,std,two,sedan,fwd,rear,108.1,193.5,64.5,47.9,0,ohc,twelve,109,1bbl,3.75,4.14,15.1,166.0,5002.0,38,41,16970.0,Grey,1987,4,1.7
V0148,-1,202.0,subaru,gas,std,four,convertible,rwd,rear,88.1,152.4,72.0,56.4,3943,dohc,four,205,spdi,2.65,2.49,20.7,85.0,5746.0,500,31,21283.0,Silver,1985,5,1.2
V0149,-2,256.0,toyota,gas,std,four,convertible,fwd,front,109.9,194.5,66.5,55.0,2397,ohc,four,296,mpfi,3.68,2.69,10.5,222.0,6016.0,22,29,27667.0,Grey,1980,5,2.3
V0150,0,163.0,plymouth,diesel,std,two,hatchback,rwd,front,108.5,169.6,62.1,49.1,2162,ohc,eight,178,1bbl,3.78,2.79,13.9,226.0,6561.0,36,43,24068.0,Silver,1990,2,2.5
V0151,-1,108.0,toyota,gas,std,four,hatchback,fwd,front,97.3,193.9,65.7,50.9,2232,ohc,two,168,mpfi,3.77,3.63,13.6,116.0,4907.0,37,43,18847.0,Black,1985,5,1.6
V0152,-1,168.0,toyota,gas,std,four,sedan,rwd,front,109.3,166.0,65.3,49.7,2194,ohc,eight,138,1bbl,3.24,2.45,21.1,76.0,4815.0,33,39,24068.0,Grey,1984,5,2.3
V0153,-1,133.0,honda,gas,std,two,hatchback,fwd,rear,101.3,161.3,61.5,57.1,2632,l,twelve,194,2bbl,2.73,2.13,8.2,217.0,6289.0,30,34,22925.0,Brown,1981,1,1.7
V0154,2,127.0,toyota,diesel,std,four,sedan,fwd,front,110.3,149.2,68.2,56.3,1533,ohcv,four,128,1bbl,3.44,3.61,22.1,170.0,6301.0,39,42,14692.0,Black,1983,4,2.3
V0155,0,231.0,honda,gas,std,four,sedan,fwd,front,94.8,144.5,71.2,50.5,2441,ohc,six,302,mpfi,3.62,2.08,15.8,285.0,4796.0,25,33,30965.0,Black,1984,3,2.1
V0156,-2,155.0,toyota,gas,turbo,four,sedan,fwd,front,103.6,161.0,65.7,53.2,2755,l,four,164,2bbl,3.03,3.52,7.5,170.0,5504.0,29,32,24094.0,Silver,1983,4,1.8
V0157,3,159.0,volvo,diesel,std,two,sedan,rwd,front,87.9,154.6,69.8,58.4,2780,ohcf,eight,303,mpfi,3.24,2.47,12.7,247.0,4345.0,23,28,45400.0,Red,1986,4,4.6
V0158,0,169.0,saab,gas,std,two,hatchback,fwd,front,95.6,203.5,69.8,58.3,3813,l,four,113,idi,3.67,3.36,18.7,264.0,5699.0,32,37,35037.0,Blue,1990,2,2.2
V0159,-2,132.0,nissan,gas,std,four,sedan,fwd,front,95.0,155.9,69.2,53.0,2960,ohc,three,306,2bbl,3.04,2.71,15.8,92.0,5389.0,21,25,25064.0,Grey,1990,1,3.9
V0160,-2,221.0,audi,diesel,std,four,sedan,rwd,front,101.2,160.7,65.2,53.5,2689,ohc,three,179,idi,3.13,3.87,22.3,256.0,4238.0,29,35,45400.0,Silver,1983,4,3.0
V0161,3,107.0,audi,diesel,turbo,four,hatchback,rwd,front,103.9,172.0,65.7,53.2,2820,ohc,two,270,2bbl,3.8,2.78,7.7,219.0,5964.0,24,32,45400.0,Grey,1989,3,3.2
V0162,0,232.0,volkswagen,gas,std,four,sedan,fwd,front,93.7,201.9,64.6,53.4,3350,l,four,226,mpfi,3.9,3.4,11.4,237.0,5228.0,30,37,25357.0,Red,1989,1,3.1
V0163,0,242.0,subaru,gas,turbo,four,sedan,fwd,front,99.3,141.6,67.3,55.9,1722,ohc,five,88,2bbl,2.81,2.49,21.5,249.0,4430.0,43,47,22192.0,Grey,1987,5,3.8
V0164,-2,227.0,nissan,gas,std,four,sedan,fwd,front,100.1,148.7,67.1,54.9,3722,ohc,three,74,mfi,3.19,3.56,14.0,122.0,4433.0,39,47,16122.0,Silver,1984,2,3.9
V0165,-3,150.0,toyota,gas,std,two,hatchback,rwd,front,118.2,169.1,70.4,59.0,1636,dohcv,six,314,mpfi,3.59,3.9,11.6,57.0,4187.0,0,31,24068.0,Silver,1990,5,3.1
V0166,-3,153.0,nissan_,gas,std,two,convertible,fwd,front,93.7,188.3,64.1,52.0,2608,ohc,eight,255,spdi,3.09,2.79,19.4,85.0,5339.0,22,27,22961.0,Brown,1990,3,4.0
V0167,3,87.0,mitsubishi,gas,std,four,hatchback,4wd,front,100.2,203.4,63.4,49.7,2920,dohc,two,227,mpfi,3.39,3.165,10.6,166.0,4797.0,31,35,21739.0,Black,1989,1,4.3
V0168,-1,196.0,chevrolet,gas,turbo,two,wagon,fwd,front,110.2,198.8,67.6,52.9,4011,ohc,four,166,idi,3.34,3.19,16.5,91.0,5475.0,29,34,17822.0,Brown,1990,1,1.5
V0169,0,65.0,mazda,gas,std,four,sedan,fwd,front,107.1,187.8,66.6,59.2,3814,ohcv,four,231,idi,2.62,2.26,19.7,170.0,5567.0,28,34,20563.0,Grey,1983,2,2.2
V0170,0,170.0,nissan,gas,std,four,sedan,fwd,front,104.6,160.6,65.5,58.7,3444,ohc,twelve,214,idi,3.27,3.165,7.8,67.0,4334.0,31,34,20321.0,White,1990,5,4.3
V0171,-3,255.0,nissan,gas,std,four,sedan,fwd,front,100.0,192.2,71.3,57.8,2139,ohcf,four,108,mpfi,3.24,3.69,9.4,206.0,6376.0,36,43,18847.0,Grey,1987,3,1.7
V0172,2,253.0,honda,gas,std,four,hatchback,fwd,front,117.4,175.9,68.7,52.3,1835,dohc,eight,262,mpfi,3.33,2.98,22.4,108.0,5344.0,28,33,22147.0,Silver,1987,3,1.9
V0173,3,202.0,mazda,gas,turbo,two,sedan,fwd,front,106.3,201.6,64.9,50.9,2978,ohcv,four,250,2bbl,3.84,2.56,15.6,67.0,4700.0,0,35,20488.0,Blue,1981,5,3.8
V0174,2,180.0,audi,gas,std,four,hatchback,rwd,front,91.8,207.9,66.1,51.3,1839,ohc,twelve,133,mpfi,3.02,3.72,15.3,137.0,6100.0,35,41,35959.0,Silver,1984,1,4.2
V0175,-3,138.0,bmw,gas,std,four,wagon,rwd,front,95.0,151.2,68.5,49.3,2945,dohc,four,131,2bbl,3.24,3.58,17.4,142.0,5389.0,34,40,44395.0,Green,1989,3,1.8
V0176,0,201.0,volkswagen,gas,std,four,sedan,fwd,rear,107.0,156.3,70.8,55.3,2769,ohc,twelve,150,mpfi,3.56,2.56,19.5,202.0,4215.0,30,37,20437.0,White,1990,4,1.2
V0177,3,239.0,mercedes-benz,gas,std,four,sedan,fwd,front,89.3,190.0,65.7,58.8,3769,ohc,four,246,idi,3.46,3.62,9.8,275.0,6220.0,500,32,24068.0,Grey,1990,4,1.2
V0178,-1,162.0,mercedes-benz,gas,std,two,sedan,fwd,front,89.2,155.4,64.3,54.1,1910,ohc,two,305,mpfi,2.99,3.13,10.2,207.0,4199.0,21,27,24068.0,Silver,1981,4,4.4
V0179,3,157.0,mercedes-benz,gas,std,four,hatchback,rwd,front,95.5,144.6,61.3,49.5,1582,dohc,eight,113,mpfi,3.84,2.33,9.3,115.0,4889.0,38,41,38963.0,Brown,1983,4,1.4
V0180,2,111.0,chevrolet,gas,std,four,sedan,rwd,front,114.3,195.6,61.6,52.4,0,ohcv,six,95,2bbl,3.64,2.82,21.5,145.0,5521.0,37,44,14575.0,Red,1987,4,4.4
V0181,0,199.0,bmw,gas,std,two,sedan,4wd,front,89.8,177.5,62.3,54.0,2638,ohc,eight,71,mpfi,2.7,3.53,19.4,150.0,4368.0,44,49,40161.0,Blue,1988,3,4.3
V0182,-2,107.0,nissan,gas,std,four,hardtop,fwd,front,117.7,188.1,71.0,52.9,3325,ohcv,four,63,2bbl,2.76,3.63,15.5,116.0,5441.0,37,42,13305.0,Grey,1981,3,3.8
V0183,3,76.0,mitsubishi,gas,turbo,four,wagon,fwd,front,105.2,195.9,70.5,48.8,2058,ohc,eight,288,idi,2.97,3.08,10.9,187.0,5245.0,29,32,24068.0,White,1984,1,3.0
V0184,-1,82.0,TOYOTA ,gas,turbo,two,hatchback,fwd,front,99.3,207.5,63.9,53.6,2073,ohc,eight,85,4bbl,2.97,2.67,9.9,237.0,6152.0,37,40,45400.0,Green,1986,4,3.3
V0185,-3,153.0,volkswagen,gas,std,two,sedan,rwd,front,87.8,141.6,62.7,58.7,3755,ohc,five,231,spdi,3.15,2.58,19.7,182.0,5784.0,27,35,25259.0,Silver,1984,4,4.5
V0186,1,246.0,audi,gas,turbo,four,sedan,fwd,front,117.9,190.5,66.6,52.7,2356,ohc,six,124,mpfi,3.47,3.02,18.1,203.0,4344.0,42,47,39951.0,White,1984,3,3.3
V0187,3,241.0,toyota,gas,std,four,sedan,fwd,front,107.1,207.0,61.5,54.2,3819,ohc,twelve,227,spfi,3.51,3.49,22.6,225.0,4694.0,26,30,27247.0,Silver,1990,4,1.3
V0188,-1,181.0,nissan,diesel,std,four,sedan,fwd,front,120.7,188.2,69.1,57.4,3182,ohc,eight,324,1bbl,3.24,3.165,23.0,280.0,4189.0,23,30,31527.0,Silver,1988,2,2.8
V0189,0,117.0,audi,gas,std,four,sedan,fwd,rear,96.3,156.7,68.2,48.6,1723,ohc,four,228,spdi,3.12,2.4,8.8,185.0,5863.0,34,42,45007.0,Black,1983,3,2.7
V0190,-1,157.0,porsche,gas,turbo,four,wagon,rwd,front,96.9,194.0,66.9,48.7,2789,dohc,twelve,95,idi,2.76,3.21,13.5,137.0,5056.0,38,46,45400.0,Silver,1989,5,2.9
V0191,2,159.0,subaru,gas,std,two,hatchback,rwd,front,91.6,162.7,63.3,57.9,3096,ohc,eight,198,1bbl,3.07,2.23,19.7,244.0,4531.0,31,38,27058.0,Red,1987,3,3.3
V0192,-2,235.0,nissan,gas,turbo,two,sedan,rwd,front,90.4,204.4,68.6,49.6,1635,l,eight,136,2bbl,2.6,2.84,21.9,268.0,4313.0,40,44,23101.0,White,1988,4,4.9
V0193,-2,201.0,jaguar,gas,std,four,sedan,fwd,front,108.0,153.1,69.3,52.8,1920,ohcv,eight,295,1bbl,3.14,2.29,19.7,188.0,5794.0,29,34,45400.0,Brown,1987,3,4.6
V0194,0,185.0,volkswagen,gas,turbo,four,hardtop,rwd,front,89.8,193.3,68.0,49.8,3891,ohcv,two,108,mpfi,3.21,3.44,18.8,97.0,4382.0,33,36,17228.0,White,1990,5,3.0
V0195,3,209.0,volvo,gas,std,four,sedan,fwd,front,92.6,142.0,71.1,55.7,2638,ohcv,three,164,idi,2.57,2.64,21.0,108.0,5984.0,29,37,31566.0,Green,1986,5,4.8
V0196,3,100.0,honda,gas,std,two,hatchback,fwd,front,102.2,186.9,72.2,49.6,2772,ohc,twelve,64,2bbl,3.87,3.165,11.5,170.0,4382.0,45,53,17327.0,Brown,1983,1,2.8
V0197,2,205.0,nissan,diesel,std,two,sedan,4wd,front,111.3,173.8,69.4,56.1,3498,ohc,four,211,mpfi,3.51,2.71,16.3,169.0,6417.0,31,36,23450.0,Silver,1987,3,2.2
V0198,2,134.0,toyota,gas,std,four,wagon,fwd,front,119.9,169.5,71.1,49.5,3893,dohc,four,216,2bbl,3.75,3.165,8.1,199.0,5689.0,23,26,24976.0,Red,1988,4,3.8
V0199,3,210.0,plymouth,diesel,std,four,sedan,fwd,front,100.3,171.7,70.3,56.1,3446,ohcv,two,146,mpfi,3.51,3.165,22.1,88.0,4574.0,34,41,24068.0,Grey,1982,5,2.5
V0200,-2,239.0,mazda,gas,std,four,sedan,fwd,front,94.3,190.8,65.5,54.1,2275,ohc,four,110,mpfi,3.67,3.95,12.8,152.0,6477.0,43,46,16985.0,Grey,1990,5,3.0
V0201,-2,100.0,nissan_,gas,std,four,hatchback,fwd,front,100.4,184.7,64.9,55.2,3050,rotor,four,160,1bbl,3.24,3.75,18.3,238.0,4165.0,29,34,23799.0,Grey,1990,3,3.0
V0202,3,81.0,mazda,diesel,std,two,hatchback,fwd,rear,109.9,192.6,68.0,54.7,2298,ohc,six,186,spdi,2.72,4.03,12.1,286.0,6323.0,29,37,24115.0,White,1980,1,2.3
V0203,2,170.0,nissan,gas,std,four,sedan,fwd,front,116.7,184.7,62.0,49.3,3817,ohc,six,207,2bbl,3.74,4.0,9.1,141.0,5389.0,0,32,21144.0,Blue,1984,1,3.5
V0204,0,149.0,mercedes-benz,gas,std,four,sedan,rwd,front,92.0,167.9,61.2,52.5,3381,dohc,six,300,1bbl,3.8,3.05,8.4,170.0,4593.0,22,28,45400.0,White,1985,5,2.9
V0205,3,138.0,honda,gas,std,four,hatchback,rwd,front,93.7,199.2,62.7,52.7,1538,dohc,three,193,mpfi,2.67,2.98,9.2,99.0,4556.0,36,41,18010.0,White,1983,4,1.7
V0206,-1,118.0,toyota,gas,turbo,four,convertible,fwd,front,88.1,195.9,62.7,52.3,1839,ohc,four,136,spdi,3.69,2.1,18.1,76.0,5399.0,41,47,13844.0,Grey,1983,2,3.2
V0207,2,94.0,toyota,diesel,std,four,hatchback,rwd,front,109.5,142.4,69.9,56.0,2948,ohc,two,121,mpfi,3.73,3.99,12.8,239.0,4731.0,33,38,19892.0,Green,1984,2,2.6
V0208,-2,128.0,saab,diesel,std,four,sedan,fwd,front,99.2,166.6,70.6,50.1,1781,ohc,three,101,mpfi,3.43,2.7,22.5,216.0,5702.0,38,45,27466.0,Grey,1981,3,2.1
V0209,-1,157.0,porsche,gas,turbo,four,wagon,rwd,front,96.9,194.0,66.9,48.7,2789,dohc,twelve,95,idi,2.76,3.21,13.5,137.0,5056.0,38,46,45400.0,Silver,1989,5,2.9
V0210,3,205.0,honda,gas,std,four,sedan,rwd,front,86.9,193.4,69.8,51.1,3369,dohc,four,96,2bbl,3.55,2.57,13.8,170.0,4544.0,33,36,17707.0,Grey,1987,2,1.3
V0211,1,148.0,volkswagen,gas,turbo,two,hardtop,fwd,front,92.3,155.3,62.6,48.3,1808,dohcv,six,136,idi,2.9,3.165,21.6,65.0,4506.0,40,47,14968.0,Green,1988,4,4.7
V0212,3,160.0,mazda,gas,std,four,hatchback,fwd,front,87.0,155.2,67.3,51.7,3997,l,four,195,mpfi,3.2,3.165,12.9,175.0,5886.0,26,32,24467.0,Silver,1986,3,2.8
V0213,0,241.0,mazda,diesel,std,two,hardtop,rwd,front,97.9,153.0,65.0,50.5,3134,ohc,four,187,1bbl,2.9,4.01,17.9,229.0,5418.0,29,37,23553.0,White,1986,4,2.1
V0214,2,169.0,toyota,gas,std,two,wagon,fwd,front,92.1,148.4,66.8,52.4,1656,ohcv,six,99,1bbl,3.23,2.46,7.4,258.0,5189.0,43,51,19453.0,Green,1987,1,3.3
V0215,1,109.0,chevrolet,gas,std,two,hatchback,rwd,front,92.4,200.3,63.9,49.9,3172,ohc,three,153,1bbl,2.67,4.06,19.7,110.0,5270.0,30,35,17278.0,Blue,1980,5,3.8
V0216,2,113.0,nissan,gas,std,two,hatchback,fwd,front,109.5,186.9,69.5,49.4,2964,ohcv,six,251,mpfi,3.24,3.3,8.4,75.0,4684.0,23,26,22193.0,Black,1987,1,1.3
V0217,-1,150.0,honda,gas,std,four,hatchback,fwd,front,89.0,182.2,64.4,53.1,2020,ohc,twelve,86,mpfi,2.62,2.97,9.9,200.0,6577.0,45,52,17442.0,Green,1990,5,1.3
V0218,0,253.0,nissan_,gas,std,four,sedan,rwd,front,94.9,165.8,-72.0,59.8,2288,ohcv,eight,186,mpfi,3.85,2.12,15.7,170.0,4189.0,34,37,23742.0,Grey,1981,2,3.1
V0219,-3,111.0,mercedes-benz,gas,std,four,wagon,fwd,front,92.7,190.4,63.8,55.7,2072,ohc,two,252,mpfi,3.38,3.3,22.0,87.0,5389.0,31,36,45400.0,Blue,1984,5,2.8
V0220,-1,235.0,mercedes-benz,gas,std,four,hardtop,rwd,front,113.6,161.2,63.6,53.6,1727,ohcv,four,165,1bbl,3.68,2.67,18.8,170.0,5389.0,34,41,41675.0,Grey,1983,2,4.1
V0221,2,220.0,mitsubishi,gas,turbo,two,hatchback,rwd,front,105.1,204.2,61.5,50.4,3669,ohcv,eight,82,1bbl,3.93,4.09,8.0,114.0,5727.0,36,41,13073.0,Brown,1982,3,4.7
V0222,-2,67.0,plymouth,gas,std,two,wagon,rwd,front,99.7,152.0,62.4,50.9,3103,dohc,six,136,spdi,2.8,3.165,11.8,170.0,5987.0,36,42,12843.0,Red,1986,2,1.6
V0223,-1,111.0,nissan,gas,std,four,hatchback,fwd,front,99.4,150.5,60.6,59.3,4002,ohcv,five,119,idi,2.9,2.71,10.6,73.0,4938.0,32,40,15324.0,Blue,1981,2,1.6
V0224,-2,219.0,honda,gas,turbo,four,sedan,fwd,front,95.4,181.6,61.2,57.3,3572,ohc,six,101,1bbl,3.24,2.74,20.4,114.0,5261.0,38,46,16390.0,Grey,1986,1,3.6
V0225,3,209.0,honda,gas,std,four,hatchback,rwd,front,95.6,168.3,63.8,48.2,3910,dohc,twelve,181,mfi,2.66,3.69,22.3,125.0,4228.0,25,30,20617.0,Blue,1986,4,1.1
V0226,0,166.0,jaguar,gas,std,two,hatchback,rwd,front,119.9,182.3,61.4,57.6,3144,rotor,four,258,mpfi,2.77,3.66,14.2,107.0,4417.0,28,31,45400.0,Black,1990,1,1.3
V0227,-1,76.0,audi,gas,std,four,hardtop,fwd,front,118.1,157.1,61.4,47.9,3179,ohcv,five,84,spfi,2.56,3.58,20.0,170.0,4382.0,36,42,26575.0,Silver,1989,2,5.0
V0228,2,96.0,toyota,gas,std,two,sedan,fwd,front,112.3,196.2,67.1,55.8,2357,dohc,twelve,153,2bbl,2.65,3.68,17.8,275.0,5496.0,31,36,24068.0,Red,1989,1,4.3
V0229,3,98.0,toyota,gas,turbo,two,sedan,fwd,front,111.4,151.3,71.5,50.7,1523,ohc,four,200,2bbl,2.57,3.13,7.9,82.0,4834.0,30,36,17226.0,Black,1989,3,3.3
V0230,2,129.0,mazda,gas,std,four,sedan,rwd,front,99.8,172.9,64.0,54.1,3661,ohc,two,170,mfi,3.86,3.82,18.4,263.0,5940.0,34,40,25290.0,Grey,1988,4,3.6
V0231,3,107.0,mercedes-benz,gas,std,two,convertible,fwd,front,93.2,208.1,62.2,51.3,1902,dohc,eight,80,1bbl,3.77,3.37,16.6,87.0,5389.0,40,48,33974.0,Grey,1980,4,2.5
V0232,1,178.0,audi,gas,std,four,hatchback,rwd,front,94.9,178.1,64.4,54.3,50000,ohc,eight,152,mpfi,3.23,3.83,9.2,250.0,5053.0,32,39,44366.0,White,1990,5,1.3
V0233,-1,216.0,honda,gas,std,four,wagon,fwd,front,106.9,149.7,64.7,57.5,3879,ohc,five,235,2bbl,3.14,4.15,13.6,62.0,5150.0,23,27,22002.0,White,1981,3,1.5
V0234,0,123.0,chevrolet,gas,std,four,sedan,rwd,front,111.3,181.0,66.7,52.6,2164,ohcv,four,9999,mpfi,2.78,4.14,16.7,98.0,6473.0,20,28,21506.0,Brown,1987,2,4.4
V0235,3,182.0,chevrolet,gas,std,four,hatchback,rwd,front,113.9,167.7,71.9,57.7,3514,ohc,five,233,2bbl,2.72,3.86,19.6,276.0,4348.0,21,24,26224.0,White,1982,4,2.8
V0236,-2,167.0,dodge,diesel,std,four,hatchback,fwd,front,112.5,157.3,64.1,57.9,2750,ohc,six,278,mpfi,3.6,3.54,20.0,170.0,5654.0,24,32,24068.0,Green,1984,5,3.2
V0237,2,205.0,jaguar,gas,std,four,hatchback,rwd,front,118.2,169.6,61.2,49.3,1543,ohc,three,146,mpfi,3.76,2.31,21.2,174.0,4849.0,42,48,45400.0,Red,1980,3,1.5
V0238,3,175.0,saab,gas,std,four,wagon,fwd,front,89.1,193.2,64.9,51.8,1734,ohc,five,152,2bbl,3.23,4.02,16.8,93.0,5389.0,34,38,25437.0,Black,1990,1,4.7
V0239,-1,115.0,toyota,gas,std,four,wagon,4wd,front,115.4,190.4,61.5,48.6,2775,ohc,twelve,212,mpfi,3.24,3.59,8.4,111.0,4493.0,30,38,20604.0,Green,1981,3,1.9
V0240,3,220.0,volkswagen,gas,std,four,convertible,fwd,front,107.8,173.6,67.0,54.4,3926,ohc,two,315,mpfi,3.03,3.37,16.1,151.0,5389.0,15,22,26892.0,Green,1984,1,2.6
V0241,2,96.0,volvo,gas,turbo,two,hatchback,fwd,front,110.5,186.2,64.4,51.3,1723,dohcv,four,165,4bbl,2.83,3.68,12.7,260.0,6305.0,36,43,41016.0,Red,1983,2,4.2
V0242,-3,117.0,isuzu,gas,std,four,sedan,fwd,front,115.6,154.5,66.3,56.7,2836,ohc,four,140,spfi,2.83,2.48,13.8,226.0,6108.0,32,38,19179.0,Brown,1986,1,1.3
V0243,2,244.0,toyota,gas,std,four,wagon,fwd,front,90.1,148.8,63.3,55.8,2775,ohc,twelve,287,4bbl,2.77,3.42,16.5,284.0,4181.0,25,30,24068.0,Brown,1985,4,3.2
V0244,2,181.0,toyota,gas,std,two,hatchback,fwd,front,119.3,158.5,69.4,59.5,3960,l,two,179,mpfi,2.65,3.165,21.8,136.0,5614.0,29,37,20383.0,Grey,1986,2,2.9
V0245,-1,167.0,toyota,gas,turbo,four,hardtop,fwd,front,107.5,159.9,65.0,50.0,2867,ohcv,three,142,mpfi,2.73,4.16,17.0,107.0,5389.0,33,36,16478.0,Blue,1981,2,1.8
V0246,3,136.0,alfa-romero,diesel,turbo,four,sedan,fwd,front,113.9,153.9,64.8,52.3,3943,ohc,two,84,idi,3.36,3.86,11.7,86.0,5492.0,35,38,22000.0,Green,1988,5,4.5
V0247,1,218.0,toyota,gas,std,two,convertible,fwd,front,107.9,163.7,67.5,52.1,2398,l,six,132,2bbl,2.86,2.66,21.6,83.0,5932.0,39,43,17089.0,White,1982,1,2.9
V0248,0,254.0,peugot,gas,std,four,sedan,fwd,front,87.4,152.2,71.2,51.1,2725,ohc,four,110,2bbl,3.45,3.9,18.2,118.0,4265.0,40,46,14205.0,Red,1981,5,1.5
V0249,-2,175.0,audi,gas,std,four,hardtop,4wd,front,116.2,199.1,61.4,58.2,3316,ohc,three,203,2bbl,3.28,3.44,15.2,98.0,4604.0,32,35,39168.0,Red,1980,2,3.8
V0250,3,163.0,nissan,diesel,std,two,sedan,fwd,front,107.7,202.7,69.6,53.4,3914,ohc,five,105,mpfi,3.17,3.65,16.1,219.0,5702.0,35,38,24068.0,Black,1983,3,4.2
V0251,-1,251.0,volvo,diesel,std,four,sedan,fwd,front,92.5,151.7,68.3,51.7,3603,dohcv,two,274,idi,2.92,4.03,14.6,267.0,5393.0,23,27,45400.0,Silver,1985,4,2.2
V0252,-1,99.0,toyota,diesel,turbo,four,sedan,fwd,front,89.4,182.5,69.1,49.0,50000,rotor,twelve,256,spfi,3.07,3.36,7.3,277.0,6306.0,22,26,29999.0,Green,1981,4,3.1
V0253,-3,163.0,volkswagen,gas,std,four,hatchback,rwd,front,-96.6,205.9,61.0,57.5,2113,l,four,176,1bbl,2.61,3.89,9.9,172.0,5754.0,34,42,19782.0,Red,1986,4,5.0
V0254,3,73.0,toyota,gas,std,two,sedan,rwd,front,94.8,189.4,68.2,-54.3,3075,ohc,two,139,1bbl,2.99,3.42,8.8,181.0,4423.0,30,34,19281.0,Black,1987,2,1.4
V0255,2,163.0,honda,gas,std,two,hatchback,rwd,front,96.6,201.9,60.9,54.7,3215,dohc,six,116,mfi,2.87,3.05,9.3,170.0,5678.0,32,38,20086.0,Grey,1981,4,1.7
